"Path","PriorAcceptedSHA256","CurrentSHA256","Unchanged"
"bin/Release/net8.0/Cerneala.dll","EC8BEE87C67F0558E85B4D637903AA087C980931EDDE9DD4922B58498774D87B","EC8BEE87C67F0558E85B4D637903AA087C980931EDDE9DD4922B58498774D87B","True"
"Cerneala.Scene2D.Packages/bin/Release/net8.0/Cerneala.Scene2D.Packages.dll","DD8790173B27740D1B3819528AE0BA9C5088E3D70B32523D1C247CACC4002DC8","DD8790173B27740D1B3819528AE0BA9C5088E3D70B32523D1C247CACC4002DC8","True"
